Bus_name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat_Availability,Bus Link,Bus Route
Pranjit Travels (Under ASTC),A/C Seater (2+1),11:15,15:30,04h 15m,450,3.8,,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Chartered Bus - ASTC,A/C Seater Push Back (2+2),11:30,16:15,04h 45m,324.47,3.9,,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
KIRAN TRAVELS,A/C Seater (2+1),12:00,17:30,05h 30m,324,3.8,,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:00,17:00,04h 00m,389.13,4.6,,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,15:30,19:15,03h 45m,389.13,4.6,,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),10:50,15:00,04h 10m,341,4.2,,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Orient Transline,A/C Seater (2+1),11:30,15:30,04h 00m,380.95,3.7,,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Orient Transline,A/C Seater (2+1),13:00,17:10,04h 10m,380.95,4.1,,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,17:50,03h 35m,360,4.5,,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
WARISPIYA TRAVELS,AC Seater (2+2),15:00,18:40,03h 40m,360,4.5,,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Assam State Transport Corporation (ASTC) - 154175,NON A/C Seater Push Back (2+1),12:30,16:00,03h 30m,164,3.7,,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
NETWORK TRAVELS,NON A/C Seater (2+2),12:00,14:30,02h 30m,350,3.7,,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Pranjit Travels (Under ASTC),A/C Seater (2+1),13:15,15:30,02h 15m,400,3.2,,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Baikuntha Transport Service,A/C Seater (2+1),14:00,17:00,03h 00m,400,3.0,,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,17:00,02h 30m,291.57,4.7,,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),10:50,13:30,02h 40m,341,3.3,,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Orient Transline,A/C Seater (2+1),11:30,14:25,02h 55m,285.71,4.0,,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Kareng Travels,Non AC Seater (2+2),11:45,14:45,03h 00m,266,4.6,,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Orient Transline,A/C Seater (2+1),13:00,15:45,02h 45m,333.33,4.3,,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,16:15,02h 00m,303,3.8,,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Balaji Tours And Travels,NON A/C Seater (2+2),10:45,14:45,04h 00m,162,2.3,,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater Push Back (2+2),11:15,15:35,04h 20m,162,2.3,,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater (2+2),12:00,16:20,04h 20m,162,2.3,,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater (2+2),12:15,16:30,04h 15m,162,2.3,,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Yatra,Non AC Seater (2+2),20:15,03:30,07h 15m,350,2.6,40,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Yatra,Non AC Seater (2+2),11:15,18:45,07h 30m,300,1.7,,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,03:30,07h 30m,350,,38,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Rizwan Travels,Non AC Seater (2+2),12:15,19:15,07h 00m,300,3.6,,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Rizwan Travels,Non AC Seater (2+2),12:30,20:00,07h 30m,300,3.6,,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Assam State Transport Corporation (ASTC) - 150574,Bharat Benz A/C Seater (2+2),12:00,19:00,07h 00m,410,3.4,,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
Assam State Transport Corporation (ASTC) - 173044,Non AC Seater (2+2),13:00,16:30,03h 30m,220,3.3,,https://www.redbus.in/bus-tickets/north-lakhimpur-to-sibsagar,North Lakhimpur to Sibsagar
Priyanka,NON A/C Seater (2+1),17:30,05:05,11h 35m,600,3.7,20,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat,North Lakhimpur to Jorhat
NETWORK TRAVELS,A/C Seater Push Back (2+2),12:15,16:00,03h 45m,350,3.1,,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Aroti Travels (Under ASTC),Non AC Seater (2+2),12:30,16:20,03h 50m,250,3.8,,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Aniruddha Travels,AC Seater (2+2),11:45,16:15,04h 30m,500,3.7,,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
RAYAN TRAVELS,Bharat Benz A/C Seater (2+1),12:30,16:15,03h 45m,600,3.6,,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
MADHURIKA TRAVELS,A/C Seater (2+1),12:45,17:00,04h 15m,509,3.9,,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Sylvan DEE Transport,Non AC Seater (2+1),17:30,06:00,12h 30m,640,3.1,4,https://www.redbus.in/bus-tickets/sibsagar-to-north-lakhimpur,Sibsagar to North Lakhimpur
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30,04:00,08h 30m,550,3.7,37,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,04:30,08h 30m,550,3.4,6,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,500,3.5,33,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
J.S. Travels,Non AC Seater (2+1),20:30,04:00,07h 30m,550,2.3,26,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Neha Travels,NON A/C Sleeper (2+1),22:20,07:00,08h 40m,650,2.1,30,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Deep Travels,Non AC Seater (2+1),17:45,04:30,10h 45m,600,4.1,29,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Haflong to Guwahati
NETWORK TRAVELS,NON A/C Seater (2+1),18:00,04:00,10h 00m,600,4.3,18,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Haflong to Guwahati
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,400,3.8,46,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
Aniruddha Travels,AC Seater (2+2),11:45,17:30,05h 45m,500,4.5,,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Aroti Travels (Under ASTC),Non AC Seater (2+2),12:30,17:50,05h 20m,350,3.6,,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30,18:30,05h 00m,626.24,4.7,,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
MADHURIKA TRAVELS,A/C Seater (2+1),12:45,18:00,05h 15m,555,2.3,,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,05:00,09h 00m,550,3.5,28,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:45,04:00,08h 15m,550,3.2,23,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Puja Transport,Non AC Seater (2+2),19:15,04:00,08h 45m,550,3.1,32,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
J.S. Travels,Non AC Seater (2+1),19:00,04:00,09h 00m,500,2.7,32,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Maa Laxmi,NON A/C Seater Push Back (2+1),17:30,01:00,07h 30m,550,3.0,34,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Mahi Travels(Under ASTC),A/C Seater (2+2),10:50,16:30,05h 40m,432,4.3,,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Orient Transline,A/C Seater (2+1),11:30,16:40,05h 10m,476.19,4.1,,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Orient Transline,A/C Seater (2+1),13:00,19:10,06h 10m,476.19,3.5,,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,19:30,05h 15m,445,4.0,,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Yatra Travels,NON A/C Seater (2+1),18:00,01:30,07h 30m,450,3.4,27,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
NETWORK TRAVELS,NON A/C Seater (2+1),18:30,07:00,12h 30m,600,4.4,24,https://www.redbus.in/bus-tickets/guwahati-to-haflong,Guwahati to Haflong
Deep Travels,Non AC Seater (2+1),19:30,06:30,11h 00m,600,3.7,28,https://www.redbus.in/bus-tickets/guwahati-to-haflong,Guwahati to Haflong
Assam State Transport Corporation (ASTC) - 147556,Bharat Benz A/C Seater (2+2),12:30,15:45,03h 15m,235.62,4.5,,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
PANKAJ TRAVELS,NON A/C Hi-Tech Push Back (2+2),12:30,17:10,04h 40m,240,3.1,,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Maa Jagadamba,A/C Seater Push Back (2+2),16:15,19:30,03h 15m,260,3.1,,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Maa Jagadamba,NON A/C Seater (2+3),16:20,19:30,03h 10m,250,3.1,,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),11:10,15:30,04h 20m,240,,,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Deep Travels,Non AC Seater (2+1),23:55,06:30,06h 35m,500,1.9,28,https://www.redbus.in/bus-tickets/nagaon-to-haflong,Nagaon (Assam) to Haflong
JOY HANUMAN,Non AC Seater (2+2),10:30,16:40,06h 10m,398,4.0,,https://www.redbus.in/bus-tickets/nagaon-to-haflong,Nagaon (Assam) to Haflong
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,03:00,07h 15m,520,2.1,45,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
Neha Travels,NON A/C Seater (2+2),22:10,03:30,05h 20m,650,1.9,35,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,03:00,05h 30m,500,,49,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
Maa Laxmi,NON A/C Seater Push Back (2+1),22:15,05:00,06h 45m,500,1.8,32,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
Neha Travels,Non AC Seater (2+1),22:20,06:00,07h 40m,650,1.9,35,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
Ankur Travels (Under ASTC),NON A/C Push Back (2+2),14:45,19:30,04h 45m,250,3.1,,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Basudev Transline,A/C Seater (2+2),15:15,19:40,04h 25m,299,3.7,,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Maa Laxmi,NON A/C Seater Push Back (2+1),17:30,21:30,04h 00m,500,3.0,,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Trishul Transport Service,A/C Seater / Sleeper (2+1),19:15,22:55,03h 40m,495,3.7,,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Baikuntha Transport Service,Bharat Benz A/C Sleeper (2+1),19:30,23:15,03h 45m,400,3.2,,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Deep Travels,Non AC Seater (2+1),19:00,05:30,10h 30m,650,3.2,31,https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
JAYSIKA,NON A/C Seater (2+1),18:30,06:00,11h 30m,650,2.2,35,https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
Bholanath Travels,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,650,1.0,30,https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
NETWORK TRAVELS,NON A/C Seater Push Back (2+1),18:30,05:00,10h 30m,650,2.2,28,https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
SEEMA TRAVELS,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,650,1.5,42,https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
KRISHNA CHARAN TRAVELS,A/C Seater Push Back (2+2),12:00,16:30,04h 30m,450,3.2,,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Sparrow Travels (Under ASTC),Non AC Seater (2+2),12:30,18:45,06h 15m,350,3.0,,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
B.M. Travels (Swastidut) - Under ASTC,Non AC Seater (2+2),10:30,16:20,05h 50m,350,2.4,,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Sparrow Travels (Under ASTC),A/C Seater Push Back (2+2),10:40,16:00,05h 20m,420,,,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Mayur Travels (Under ASTC),Non AC Seater (2+2),12:15,18:00,05h 45m,350,,,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Pranjit Travels (Under ASTC),A/C Seater (2+1),10:30,15:30,05h 00m,550,4.8,,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Yatra Travels,NON A/C Seater (2+1),10:45,17:00,06h 15m,450,4.3,,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Chartered Bus - ASTC,A/C Seater Push Back (2+2),11:00,16:15,05h 15m,551.37,4.3,,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
KIRAN TRAVELS,A/C Seater (2+1),11:00,17:30,06h 30m,432,3.7,,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
BARBIE TRAVELS,A/C Seater Push Back (2+2),11:30,17:50,06h 20m,450,3.3,,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Air Bus Travels,NON AC Seater / Sleeper 2+1,18:30,02:00,07h 30m,500,3.2,32,https://www.redbus.in/bus-tickets/biswanath-charali-to-dibrugarh,Biswanath Charali to Dibrugarh
NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),17:00,23:00,06h 00m,350,3.5,,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
Purple Wings Coaches,A/C Seater / Sleeper (2+1),18:30,00:15,05h 45m,551,3.8,35,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
NETWORK TRAVELS,NON A/C Seater Push Back (2+1),19:00,00:30,05h 30m,300,4.6,32,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
Maa Laxmi,NON A/C Seater Push Back (2+1),16:00,21:30,05h 30m,400,2.9,,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),20:45,04:00,07h 15m,550,2.6,23,https://www.redbus.in/bus-tickets/moran-to-tezpur,Moran to Tezpur
Maa Laxmi,NON A/C Seater Push Back (2+1),18:30,01:00,06h 30m,500,3.0,34,https://www.redbus.in/bus-tickets/moran-to-tezpur,Moran to Tezpur
Neha Travels,NON A/C Seater (2+2),18:00,03:15,09h 15m,650,2.3,35,https://www.redbus.in/bus-tickets/moran-to-tezpur,Moran to Tezpur
Neha Travels,NON A/C Seater (2+2),18:30,05:00,10h 30m,650,2.3,35,https://www.redbus.in/bus-tickets/moran-to-tezpur,Moran to Tezpur
Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,05:00,09h 20m,600,3.8,43,https://www.redbus.in/bus-tickets/dibrugarh-to-biswanath-charali,Dibrugarh to Biswanath Charali
Yatra Travels,NON AC Seater/ Sleeper (2+1),22:20,06:00,07h 40m,450,4.5,14,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
KIRAN TRAVELS,A/C Seater (2+1),22:50,07:30,08h 40m,540,4.1,14,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),23:05,06:00,06h 55m,620,4.4,34,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
RAYAN TRAVELS,Non A/C Seater / Sleeper (2+1),22:20,06:00,07h 40m,400,3.7,41,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
,,,,,,,,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Puja Transport,NON AC Seater / Sleeper 2+1,18:30,05:00,10h 30m,600,3.4,22,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,Tinsukia to Tezpur
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),18:15,04:00,09h 45m,550,3.5,23,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,Tinsukia to Tezpur
Puja Transport,Non AC Seater (2+2),17:30,04:00,10h 30m,600,3.1,28,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,Tinsukia to Tezpur
Neha Travels,NON A/C Seater (2+2),15:00,03:15,12h 15m,650,1.9,29,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,Tinsukia to Tezpur
Maa Laxmi,NON A/C Seater Push Back (2+1),16:00,01:00,09h 00m,550,3.0,21,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,Tinsukia to Tezpur
Jagannath Travels and Tours Pvt. Ltd.,NON A/C Seater Push Back (2+1),18:30,05:05,10h 35m,650,1.9,29,https://www.redbus.in/bus-tickets/silchar-to-guwahati,Silchar to Guwahati
Deep Travels,NON AC Seater / Sleeper 2+1,17:00,06:30,13h 30m,650,3.0,40,https://www.redbus.in/bus-tickets/silchar-to-guwahati,Silchar to Guwahati
JAYSIKA,NON A/C Seater (2+1),16:30,04:30,12h 00m,650,2.5,30,https://www.redbus.in/bus-tickets/silchar-to-guwahati,Silchar to Guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater (2+1),18:45,08:00,13h 15m,650,1.9,24,https://www.redbus.in/bus-tickets/silchar-to-guwahati,Silchar to Guwahati
AR Travels,Non AC Seater (2+2),18:30,05:30,11h 00m,500,1.6,28,https://www.redbus.in/bus-tickets/silchar-to-guwahati,Silchar to Guwahati
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),12:15,17:00,04h 45m,650,4.1,,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh,Bokakhat to Dibrugarh
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,12:30,17:15,04h 45m,735.16,4.8,,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh,Bokakhat to Dibrugarh
Bashudev Transline (Under ASTC),A/C Seater (2+1),12:35,18:00,05h 25m,550,3.9,,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh,Bokakhat to Dibrugarh
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),23:15,04:00,04h 45m,550,3.1,47,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh,Bokakhat to Dibrugarh
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),23:30,04:00,04h 30m,500,2.7,47,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh,Bokakhat to Dibrugarh
Assam State Transport Corporation (ASTC) - 173044,Non AC Seater (2+2),13:00,15:30,02h 30m,170,4.7,,https://www.redbus.in/bus-tickets/north-lakhimpur-to-moran,North Lakhimpur to Moran
Assam State Transport Corporation (ASTC) - 173419,Bharat Benz A/C Seater (2+2),10:50,15:00,04h 10m,334,3.4,,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Tezpur to North Lakhimpur
Karisma (Aziba),NON A/C Seater (2+1),10:40,15:00,04h 20m,400,3.7,,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Tezpur to North Lakhimpur
Chartered Bus - ASTC,A/C Seater Push Back (2+2),11:00,15:00,04h 00m,541.16,4.6,,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Tezpur to North Lakhimpur
Pranjit Travels (Under ASTC),A/C Seater (2+1),13:00,18:45,05h 45m,550,3.4,,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Tezpur to North Lakhimpur
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),13:10,18:30,05h 20m,500,4.0,,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Tezpur to North Lakhimpur
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30,04:45,09h 15m,550,3.1,37,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia,Tezpur to Tinsukia
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,05:00,09h 15m,500,3.0,45,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia,Tezpur to Tinsukia
Maa Laxmi,NON A/C Seater Push Back (2+1),22:15,08:00,09h 45m,550,3.9,28,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia,Tezpur to Tinsukia
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,05:30,09h 30m,600,2.2,6,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia,Tezpur to Tinsukia
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,05:10,07h 40m,500,3.1,33,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia,Tezpur to Tinsukia
Assam State Transport Corporation (ASTC) - 147556,Bharat Benz A/C Seater (2+2),12:30,16:45,04h 15m,292.6,4.4,,https://www.redbus.in/bus-tickets/dibrugarh-to-bihpuria,Dibrugarh to Bihpuria
Maa Laxmi,NON A/C Seater Push Back (2+1),17:30,22:15,04h 45m,500,3.0,,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat,Dibrugarh to Bokakhat
Baikuntha Transport Service,Bharat Benz A/C Sleeper (2+1),19:30,01:00,05h 30m,500,3.9,42,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat,Dibrugarh to Bokakhat
Purple Wings Coaches,A/C Seater / Sleeper (2+1),19:55,01:15,05h 20m,569,3.6,43,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat,Dibrugarh to Bokakhat
Shree Ram Travels (Under ASTC),Bharat Benz A/C Seater (2+1),20:00,01:00,05h 00m,500,4.8,37,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat,Dibrugarh to Bokakhat
Shree Ram Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:45,01:40,04h 55m,530,4.8,29,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat,Dibrugarh to Bokakhat
SBSTC-PURULIA - KOLKATA - 07:15 - (VIA ASN) (HWH DEPO - 2763,Non AC Seater (2+3),11:05,14:35,03h 30m,150,3.8,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
WBTC (CTC) Habra - Barasat - Durgapur - Asansol - 100|14:25,Non AC Seater (2+3),14:25,17:00,02h 35m,135,5.0,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
Express Line (Karunamoyee),Volvo 9600 Multi Axle Semi-Sleeper (2+2),14:20,18:10,03h 50m,486,4.6,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo B11R Multi Axle Seater (2+2),16:00,20:00,04h 00m,486,4.4,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:45,20:45,04h 00m,486,4.0,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
City Express,AC Seater (2+3),11:35,16:56,05h 21m,370,3.3,,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Snemita Paribahan,AC Seater (2+3),11:35,17:10,05h 35m,320,4.0,,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Satya Paribahan,A/C Seater (2+3),23:00,05:10,06h 10m,333,3.3,27,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Snemita Paribahan (Shinjini),AC Seater (2+3),23:35,05:00,05h 25m,420,3.2,31,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
